,comment_id,name,location,comment,time,likes,replies_count,replies,parent_id,pre_com
10,125406243,Steve's Weave - Green Classifieds,US,"@Elizabeth M

And the great multiplier here, both for climate change and A.I.: Capitalism. 

Profit is the oxygen of business. If its pursuit consumes all the oxygen we breathe... Well, that's just an externality.",2023-05-30 15:40:46,47,0,[],125405606,great multiplier climate change capitalism profit oxygen business pursuit consumes oxygen breathe well externality
11,125406298,Alfonso Bedoya,Meso-Connecticut,"@Elizabeth M 

Further, these guys feel they’re in a fierce competition with other players outside their club— specifically, Chinese and perhaps Russian groups. 

The situation seems an echo of the Manhattan Project with the grave ambivalence felt by many participants who worried about the wisdom of their enterprise but feared the Germans were closer to building an atomic weapon.",2023-05-30 15:43:28,79,0,[],125405606,guys feel fierce competition players outside club specifically chinese perhaps russian groups situation seems echo manhattan project grave ambivalence felt many participants worried wisdom enterprise feared germans closer building atomic weapon
12,125407441,Watchman,Washington DC,"@CV Danes Let’s not forget that large dominant companies often seek to spur government regulations because the new regulations, if onerous, also act as an obstacle to new potential competitors.",2023-05-30 16:33:26,4,0,[],125405175,danes forget large dominant companies often seek spur government regulations regulations onerous also obstacle potential competitors
13,125407791,RD,Baltimore,"@CV Danes 
I don't think it is possible to slow AI development or any other technology, or even reasonable, or realistic, to ask. The quest for knowledge is inexorable.
The issue is how technology is used, not the technology itself. The use is what needs to be regulated.",2023-05-30 16:46:47,11,0,[],125405175,danes think possible slow ai development technology even reasonable realistic quest knowledge inexorable issue technology used technology needs regulated
14,125408960,Charlie,New Jersey,"@CV Danes 

I agree yet there are others in the world who are also developing AI. It seems the genie is out.",2023-05-30 17:32:31,6,0,[],125405175,danes agree others world also developing ai seems genie
15,125409252,sedanchair,Tacoma WA,"@CV Danes It's from capitalism. In capitalism, leaving money on the table is a civil offense for which you can be held liable.",2023-05-30 17:42:22,5,0,[],125405175,danes capitalism capitalism leaving money table civil offense held liable
16,125409622,Hobbes,"Mead, CO","@CV Danes   The reason the NYT is publishing this article is simple. 

An AI generated catastrophe would probably provoke a popular re-evaluation of capitalism. The ultra-wealthy see AI as a potential threat to their wealth. And that tells you how much of risk we face in AI.",2023-05-30 17:55:58,4,0,[],125405175,danes reason publishing article simple ai generated catastrophe probably provoke popular evaluation capitalism ultra wealthy ai potential threat wealth tells much risk face ai
17,125411713,John Probably,"Colorado Springs, CO","I mean, the root of that threat is the incentives driven by our chosen economic system.",2023-05-30 19:18:16,4,0,[],125405175,mean root threat incentives driven chosen economic system
18,125412849,Hugo Weaving,California,Lol exactly. Quitting can make a big impact and send a big signal within an organization. It gets people’s attention if done the right way.,2023-05-30 20:06:12,1,0,[],125405175,exactly quitting make impact send signal within organization gets people attention done right
19,125421440,LRfirst,NYC,"What will money mean anymore in a world run by AI? 
On one hand it could be a very freeing thing, if done right, with more free time for everyone from wearing and tedious work, while research in medicine could expand exponentially as well as best practice logical solutions to resolving dangerous conflicts snd expediting disaster relief. 
On the other hand it becomes militarized and robot soldiers and police come after us on behalf of their totalitarian overlords. 
Development will likely continue, so would it work on the mutual destruction doctrine, with each political entity making sure the others don’t overstep. It sounds like so far the interaction with trolls and nihilist pranksters poisoned some AI, obviously it’s not something that should be publicly released until humans suddenly transform into angels. Just as you wouldn’t allow everyone access to powerful WMD or chemical weapons but you would want a credible deterrent. 
If they are worried it will develop itself and become uncontrollable then they must figure out the brakes before that happens. If they think a six month pause will help by giving developers time to install fail safe options, them why not? It wouldn’t take the re education of government officials to accomplish at least that much.",2023-05-31 01:37:52,0,0,[],125405606,money mean anymore world ai hand freeing thing done right free time everyone wearing tedious work research medicine expand exponentially well best practice logical solutions resolving dangerous conflicts expediting disaster relief hand becomes militarized robot soldiers police come us behalf totalitarian overlords development ly continue work mutual destruction doctrine political entity making sure others overstep sounds interaction trolls nihilist pranksters poisoned ai obviously something publicly released human suddenly transform angels n allow everyone access powerful chemical weapons want credible deterrent worried develop become uncontrollable must figure brakes happens think month pause help giving developers time install fail safe options n take education government officials accomplish least much
